filename	acq_time
eeg/sub-1_ses-0_task-p300_run-12_recording-stream_eeg.bdf	1925-01-01T13:39:29.703993Z
eeg/sub-1_ses-0_task-p300_run-14_recording-stream_eeg.bdf	1925-01-01T13:48:31.662757Z
eeg/sub-1_ses-0_task-p300_run-22_recording-stream_eeg.bdf	1925-01-01T13:57:36.501514Z
eeg/sub-1_ses-0_task-p300_run-24_recording-stream_eeg.bdf	1925-01-01T14:10:59.139683Z
eeg/sub-1_ses-0_task-p300_run-32_recording-stream_eeg.bdf	1925-01-01T14:18:59.018589Z
eeg/sub-1_ses-0_task-p300_run-34_recording-stream_eeg.bdf	1925-01-01T14:27:25.057435Z
eeg/sub-1_ses-0_task-p300_run-42_recording-stream_eeg.bdf	1925-01-01T14:55:38.253573Z
eeg/sub-1_ses-0_task-p300_run-44_recording-stream_eeg.bdf	1925-01-01T14:47:18.734712Z
eeg/sub-1_ses-0_task-p300_run-52_recording-stream_eeg.bdf	1925-01-01T15:23:33.617972Z
eeg/sub-1_ses-0_task-p300_run-54_recording-stream_eeg.bdf	1925-01-01T15:03:12.092537Z
eeg/sub-1_ses-0_task-p300_run-62_recording-stream_eeg.bdf	1925-01-01T15:42:01.970961Z
eeg/sub-1_ses-0_task-p300_run-64_recording-stream_eeg.bdf	1925-01-01T15:32:21.416769Z
